Asset Name,Serial Number,Status,Account Name,Product Code,Product Family,Product Family Short Name,Active Service,Territory,Service Contract Status Simple,Contract_Status_Clean,Service Start Date,Service End Date,has_active_contract,lat,lon,matched_appointment_account,match_method,match_score,matched
JUNO0395DS - Juno Complete,JUNO0395DS,,Sacramento City College,JUN-300,Juno,Juno,1,Northern California,Active Service Contract,Active Service Contract,2025-04-10,2026-04-09,True,38.5810606,-121.493895,Sacramento City College,exact,100.0,True
JUNO0399DS - Juno Complete,JUNO0399DS,,Sacramento City College,JUN-300,Juno,Juno,1,Northern California,Active Service Contract,Active Service Contract,2025-04-10,2026-04-09,True,38.5810606,-121.493895,Sacramento City College,exact,100.0,True
JUNO0360 - Juno Complete,JUNO0360,,Old Dominion University,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2020-05-01,2021-04-30,False,,,,,,False
JUNO0409 - Juno Complete,JUNO0409,,Old Dominion University,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2020-05-01,2021-04-30,False,,,,,,False
JUNO0301 - Juno Complete,JUNO0301,,University of Texas Health Science Center at San Antonio,JUN-300,Juno,Juno,1,South Texas,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,,,,,,False
JUNO0292 - Juno Complete,JUNO0292,,University of Texas Health Science Center at San Antonio,JUN-300,Juno,Juno,1,South Texas,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,,,,,,False
JUNO0298 - Juno Complete,JUNO0298,,Unitek College,JUN-300,Juno,Juno,0,Northern California,Service Contract has expired,Service Contract has expired,2021-05-01,2022-04-30,False,,,,,,False
JUNO0345 - Juno Complete,JUNO0345,Installed,The University of Tampa,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2021-05-01,2022-04-30,False,,,,,,False
JUNO0346 - Juno Complete,JUNO0346,Installed,The University of Tampa,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2021-05-01,2022-04-30,False,,,,,,False
JUNO0387 - Juno Complete,JUNO0387,Installed,The University of Tampa,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2021-05-01,2022-04-30,False,,,,,,False
JUNO0388 - Juno Complete,JUNO0388,Installed,The University of Tampa,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2021-05-01,2022-04-30,False,,,,,,False
JUNO0389 - Juno Complete,JUNO0389,Installed,The University of Tampa,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2021-05-01,2022-04-30,False,,,,,,False
JUNO0373 - Juno Complete,JUNO0373,Installed,The University of Tampa,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2021-05-01,2022-04-30,False,,,,,,False
JUNO0368 - Juno Complete,JUNO0368,Installed,The University of Tampa,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2021-05-01,2022-04-30,False,,,,,,False
JUNO0371 - Juno Complete,JUNO0371,Installed,The University of Tampa,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2021-05-01,2022-04-30,False,,,,,,False
JUNO0367 - Juno Complete,JUNO0367,Installed,The University of Tampa,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2021-05-01,2022-04-30,False,,,,,,False
JUNO0370 - Juno Complete,JUNO0370,Installed,The University of Tampa,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2021-05-01,2022-04-30,False,,,,,,False
MFS2159 - Lucina Patient Simulator,MFS2159,Installed,The University of Tampa,FLEX-MFS,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2022-05-01,2027-04-30,True,,,,,,False
MFS2161 - Lucina Patient Simulator,MFS2161,Installed,The University of Tampa,FLEX-MFS,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2022-05-01,2027-04-30,True,,,,,,False
ATHENA2037 - Athena Patient Simulator,ATHENA2037,Installed,The University of Tampa,FLEX-ATH,Athena,Athena,0,North Florida,Service Contract has expired,Service Contract has expired,2022-05-01,2024-04-30,False,,,,,,False
ATHENA2028 - Athena Patient Simulator,ATHENA2028,,The University of Tampa,FLEX-ATH,Athena,Athena,0,North Florida,Service Contract has expired,Service Contract has expired,2023-05-01,2024-04-30,False,,,,,,False
VMDX1837 - Vimedix OB/GYN,VMDX1837,Installed,Cégep de Rimouski,FLEX-VimedixOB,Vimedix,Vimedix,1,Canada,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,,,,,,False
MFS2165 - Lucina Patient Simulator,MFS2165,Installed,Idaho College of Osteopathic Medicine,FLEX-MFS,Lucina,Lucina,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-04-29,2026-04-28,True,43.6086295,-116.392326,Idaho College of Osteopathic Medicine,exact,100.0,True
APN132 - Apollo Nursing Patient Simulator,APN132,Installed,TriCounty Technical College,FLEX-APN,Apollo Nursing,Apollo,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2019-04-30,2020-04-29,False,34.6508092,-82.7820663,TriCounty Technical College,exact,100.0,True
APP0379 - Apollo Pre-Hospital Patient Simulator,APP0379,Installed,Idaho College of Osteopathic Medicine,FLEX-APH,Apollo Pre-Hospital,Apollo,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-04-29,2026-04-28,True,43.6086295,-116.392326,Idaho College of Osteopathic Medicine,exact,100.0,True
APP0380 - Apollo Pre-Hospital Patient Simulator,APP0380,Installed,Idaho College of Osteopathic Medicine,FLEX-APH,Apollo Pre-Hospital,Apollo,0,Pacific Northwest,Service Contract has expired,Service Contract has expired,2022-04-29,2023-04-28,False,43.6086295,-116.392326,Idaho College of Osteopathic Medicine,exact,100.0,True
APP0378 - Apollo Pre-Hospital Patient Simulator,APP0378,Installed,Idaho College of Osteopathic Medicine,FLEX-APH,Apollo Pre-Hospital,Apollo,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-04-29,2026-04-28,True,43.6086295,-116.392326,Idaho College of Osteopathic Medicine,exact,100.0,True
APP0366 - Apollo Pre-Hospital Patient Simulator,APP0366,Installed,Idaho College of Osteopathic Medicine,FLEX-APH,Apollo Pre-Hospital,Apollo,0,Pacific Northwest,Service Contract has expired,Service Contract has expired,2023-04-29,2024-04-28,False,43.6086295,-116.392326,Idaho College of Osteopathic Medicine,exact,100.0,True
JUNO0390 - Juno Complete,JUNO0390,,Ridge Technical College,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2022-07-01,2023-06-30,False,,,,,,False
JUNO0391 - Juno Complete,JUNO0391,,Highland Community College,JUN-300,Juno,Juno,0,Illinois,Service Contract has expired,Service Contract has expired,2020-12-30,2021-12-29,False,,,,,,False
JUNO0383 - Juno Complete,JUNO0383,,Goochland County Public Schools,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2018-04-30,2019-04-29,False,,,,,,False
JUNO0384 - Juno Complete,JUNO0384,,Buford High School,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2020-10-26,2021-10-25,False,,,,,,False
JUNO0352 - Juno Complete,JUNO0352,,North Georgia Technical College,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2022-09-01,2023-06-30,False,34.6125971,-83.5248933,North Georgia Technical College,exact,100.0,True
JUNO0393 - Juno Complete,JUNO0393,,North Kansas City Hospital,JUN-300,Juno,Juno,0,West Plains,Service Contract has expired,Service Contract has expired,2021-10-01,2022-09-30,False,,,,,,False
JUNO0382 - Juno Complete,JUNO0382,,WorldPoint,JUN-300,Juno,Juno,0,Illinois,Service Contract has expired,Service Contract has expired,2020-12-30,2021-12-29,False,,,,,,False
JUNO0374 - Juno Complete,JUNO0374,,WorldPoint,JUN-300,Juno,Juno,0,Illinois,Service Contract has expired,Service Contract has expired,2020-12-30,2021-12-29,False,,,,,,False
JUNO0392 - Juno Complete,JUNO0392,,University of Hawaii at Hilo,JUN-300,Juno,Juno,0,Southern California,Service Contract has expired,Service Contract has expired,2021-01-02,2022-01-01,False,,,,,,False
JUNO0381 - Juno Complete,JUNO0381,,WorldPoint,JUN-300,Juno,Juno,0,Illinois,Service Contract has expired,Service Contract has expired,2020-12-30,2021-12-29,False,,,,,,False
JUNO0396DS - Juno Complete,JUNO0396DS,,Northwest Florida State College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,30.5168639,-86.482172,Northwest Florida State College,exact,100.0,True
JUNO0398DS - Juno Complete,JUNO0398DS,,Wilson College - PA,JUN-300,Juno,Juno,0,Upstate NY/Western PA,Service Contract has expired,Service Contract has expired,2022-04-30,2023-04-29,False,,,,,,False
JUNO0397DS - Juno Complete,JUNO0397DS,,Wilson College - PA,JUN-300,Juno,Juno,0,Upstate NY/Western PA,Service Contract has expired,Service Contract has expired,2022-04-30,2023-04-29,False,,,,,,False
JUNO0400DS - Juno Complete,JUNO0400DS,,Wilson College - PA,JUN-300,Juno,Juno,0,Upstate NY/Western PA,Service Contract has expired,Service Contract has expired,2022-04-30,2023-04-29,False,,,,,,False
JUNO0402DS - Juno Complete,JUNO0402DS,,Wilson College - PA,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2024-01-30,2028-01-29,True,,,,,,False
JUNO0344 - Juno Complete,JUNO0344,,Gateway Technical College - Kenosha,JUN-300,Juno,Juno,0,Northern Plains,Service Contract has expired,Service Contract has expired,2020-10-22,2021-10-21,False,42.5846773,-87.82122629999999,Gateway Technical College - Kenosha,exact,100.0,True
JUNO0348 - Juno Complete,JUNO0348,,Gateway Technical College - Kenosha,JUN-300,Juno,Juno,0,Northern Plains,Service Contract has expired,Service Contract has expired,2020-10-22,2021-10-21,False,42.5846773,-87.82122629999999,Gateway Technical College - Kenosha,exact,100.0,True
JUNO0350 - Juno Complete,JUNO0350,,Gateway Technical College - Kenosha,JUN-300,Juno,Juno,0,Northern Plains,Service Contract has expired,Service Contract has expired,2019-04-29,2020-04-28,False,42.5846773,-87.82122629999999,Gateway Technical College - Kenosha,exact,100.0,True
JUNO0354 - Juno Complete,JUNO0354,,Gateway Technical College - Kenosha,JUN-300,Juno,Juno,0,Northern Plains,Service Contract has expired,Service Contract has expired,2020-10-22,2021-10-21,False,42.5846773,-87.82122629999999,Gateway Technical College - Kenosha,exact,100.0,True
JUNO0357 - Juno Complete,JUNO0357,,Gateway Technical College - Kenosha,JUN-300,Juno,Juno,0,Northern Plains,Service Contract has expired,Service Contract has expired,2020-10-22,2021-10-21,False,42.5846773,-87.82122629999999,Gateway Technical College - Kenosha,exact,100.0,True
JUNO0365 - Juno Complete,JUNO0365,,Gateway Technical College - Kenosha,JUN-300,Juno,Juno,0,Northern Plains,Service Contract has expired,Service Contract has expired,2020-10-22,2021-10-21,False,42.5846773,-87.82122629999999,Gateway Technical College - Kenosha,exact,100.0,True
JUNO0386 - Juno Complete,JUNO0386,,WorldPoint,JUN-300,Juno,Juno,0,Illinois,Service Contract has expired,Service Contract has expired,2020-12-30,2021-12-29,False,,,,,,False
JUNO0407 - Juno Complete,JUNO0407,,Heritage College,JUN-300,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2020-04-30,2021-04-29,False,,,,,,False
JUNO0559DS - Juno Complete,JUNO0559DS,,Gateway Technical College - Elkhorn,JUN-300,Juno,Juno,0,Northern Plains,Service Contract has expired,Service Contract has expired,2020-10-22,2021-10-21,False,42.6801053,-88.276413,Gateway Technical College - Elkhorn,exact,100.0,True
JUNO0561DS - Juno Complete,JUNO0561DS,,Gateway Technical College - Kenosha,JUN-300,Juno,Juno,0,Northern Plains,Service Contract has expired,Service Contract has expired,2020-10-22,2021-10-21,False,42.5846773,-87.82122629999999,Gateway Technical College - Kenosha,exact,100.0,True
JUNO0141DS - Juno Complete,JUNO0141DS,,Brock University,JUN-300,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2018-04-29,2019-04-28,False,,,,,,False
APP360 - Apollo Pre-Hospital Patient Simulator,APP360,Installed,Texas A&M Engineering Exten Srvc (Prev Emergency Services Training Institute - WMD TEEX),FLEX-APH,Apollo Pre-Hospital,Apollo,0,North Texas,Service Contract has expired,Service Contract has expired,2024-10-01,2025-09-30,False,30.6183939,-96.3455991,Texas A&M Engineering Exten Srvc (Prev Emergency Services Training Institute - WMD TEEX),exact,100.0,True
APP361 - Apollo Pre-Hospital Patient Simulator,APP361,Installed,Texas A&M Engineering Exten Srvc (Prev Emergency Services Training Institute - WMD TEEX),FLEX-APH,Apollo Pre-Hospital,Apollo,0,North Texas,Service Contract has expired,Service Contract has expired,2024-10-01,2025-09-30,False,30.6183939,-96.3455991,Texas A&M Engineering Exten Srvc (Prev Emergency Services Training Institute - WMD TEEX),exact,100.0,True
VMDX1835 - Vimedix OB/GYN,VMDX1835,,Community College of Allegheny County,FLEX-VimedixOB,Vimedix,Vimedix,0,Upstate NY/Western PA,Service Contract has expired,Service Contract has expired,2018-04-28,2019-04-27,False,,,,,,False
APN129 - Apollo Nursing Patient Simulator,APN129,Installed,Winthrop University,FLEX-APN,Apollo Nursing,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-28,2026-04-27,True,34.9248667,-81.0250784,Winthrop University,exact,100.0,True
JUNO0361 - Juno Live,JUNO0361,,The Healthcare Institute,JUN-200,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2018-04-28,2019-04-27,False,,,,,,False
MFS2160 UNIT REPLACED WITH MFS2190 - Lucina Patient Simulator,MFS2160 UNIT REPLACED WITH MFS2190,Installed,West Virginia University - Parkersburg,FLEX-MFS,Lucina,Lucina,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2018-04-27,2019-04-26,False,39.2667309,-81.5620755,West Virginia University - Parkersburg,exact,100.0,True
MFS2190 - Lucina Patient Simulator,MFS2190,Installed,West Virginia University - Parkersburg,FLEX-MFS,Lucina,Lucina,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-27,2026-04-26,True,39.2667309,-81.5620755,West Virginia University - Parkersburg,exact,100.0,True
JUNO0366 - Juno Complete,JUNO0366,,Pierce College,JUN-300,Juno,Juno,0,Southern California,Service Contract has expired,Service Contract has expired,2020-04-24,2021-04-23,False,,,,,,False
JUNO0337 - Juno Complete,JUNO0337,,Pierce College,JUN-300,Juno,Juno,0,Southern California,Service Contract has expired,Service Contract has expired,2020-04-24,2021-04-23,False,,,,,,False
JUNO0563 - Juno Complete,JUNO0563,,MCPHS Worcester,JUN-300,Juno,Juno,0,New England,Service Contract has expired,Service Contract has expired,2024-04-21,2025-04-20,False,,,,,,False
JUNO0372 - Juno Complete,JUNO0372,,MCPHS Worcester,JUN-300,Juno,Juno,0,New England,Service Contract has expired,Service Contract has expired,2022-04-21,2023-04-20,False,,,,,,False
JUNO0358 - Juno Complete,JUNO0358,,Northeast Wisconsin Technical College (Green Bay Campus),JUN-300,Juno,Juno,0,Northern Plains,Service Contract has expired,Service Contract has expired,2018-04-21,2019-04-20,False,,,,,,False
JUNO0359 - Juno Complete,JUNO0359,,MCPHS Manchester,JUN-300,Juno,Juno,0,New England,Service Contract has expired,Service Contract has expired,2020-04-21,2021-04-20,False,,,,,,False
APN0130 - Apollo Nursing Patient Simulator,APN0130,Installed,Owensboro Health Regional Hospital,FLEX-APN,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-04-18,2026-04-17,True,37.7742152,-87.1133304,Owensboro Health Regional Hospital,exact,100.0,True
MFS2157 - Lucina Patient Simulator,MFS2157,Installed,Randolph Community College,FLEX-MFS,Lucina,Lucina,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-03-20,2026-03-19,True,35.7079146,-79.8136446,Randolph Community College,exact,100.0,True
JUNO0340 - Juno Complete,JUNO0340,,Central Carolina Community College- Harnett County Campus,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2018-04-20,2019-04-19,False,,,,,,False
JUNO0364 - Juno Complete,JUNO0364,,Central Carolina Community College- Harnett County Campus,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2018-04-20,2019-04-19,False,,,,,,False
JUNO0341 - Juno Complete,JUNO0341,,Mount Aloysius College,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-04-30,2026-04-29,True,40.4597938,-78.5916837,Mount Aloysius College,exact,100.0,True
JUNO0351 - Juno Complete,JUNO0351,,Mount Aloysius College,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-04-30,2026-04-29,True,40.4597938,-78.5916837,Mount Aloysius College,exact,100.0,True
JUNO0342 - Juno Complete,JUNO0342,,Raleigh County Schools,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-17,2026-04-16,True,,,,,,False
MFS2155 - Lucina Patient Simulator,MFS2155,Installed,Mount Aloysius College,FLEX-MFS,Lucina,Lucina,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-04-30,2026-04-29,True,40.4597938,-78.5916837,Mount Aloysius College,exact,100.0,True
